date,state,cases_new,Total cases as of date
23/5/2021,Selangor,2235,167631
23/5/2021,Terengganu,266,6967
23/5/2021,Kuala Lumpur,447,53637
23/5/2021,Labuan,37,2711
23/5/2021,Putrajaya,30,1674
24/5/2021,Johor,468,54431
24/5/2021,Kedah,348,15692
24/5/2021,Kelantan,451,22997
24/5/2021,Melaka,329,10090
24/5/2021,Negeri Sembilan,329,23033
24/5/2021,Pahang,257,8029
24/5/2021,Perak,231,18780
24/5/2021,Perlis,7,443
24/5/2021,Penang,384,26119
24/5/2021,Sabah,184,60562
24/5/2021,Sarawak,530,42813
24/5/2021,Selangor,2049,169680
24/5/2021,Terengganu,263,7230
24/5/2021,Kuala Lumpur,468,54105
24/5/2021,Labuan,171,2882
24/5/2021,Putrajaya,40,1714
25/5/2021,Johor,664,55095
25/5/2021,Kedah,336,16028
25/5/2021,Kelantan,425,23422
25/5/2021,Melaka,258,10348
25/5/2021,Negeri Sembilan,410,23443
25/5/2021,Pahang,211,8240
25/5/2021,Perak,218,18998
25/5/2021,Perlis,8,451
25/5/2021,Penang,380,26499
25/5/2021,Sabah,266,60828
25/5/2021,Sarawak,513,43326
25/5/2021,Selangor,2642,172322
25/5/2021,Terengganu,268,7498
25/5/2021,Kuala Lumpur,604,54709
25/5/2021,Labuan,63,2945
25/5/2021,Putrajaya,23,1737
26/5/2021,Johor,587,55682
26/5/2021,Kedah,542,16570
26/5/2021,Kelantan,547,23969
26/5/2021,Melaka,230,10578
26/5/2021,Negeri Sembilan,370,23813
26/5/2021,Pahang,171,8411
26/5/2021,Perak,264,19262
26/5/2021,Perlis,8,459
26/5/2021,Penang,420,26919
26/5/2021,Sabah,229,61057
26/5/2021,Sarawak,640,43966
26/5/2021,Selangor,2455,174777
26/5/2021,Terengganu,177,7675
26/5/2021,Kuala Lumpur,760,55469
26/5/2021,Labuan,49,2994
26/5/2021,Putrajaya,29,1766
27/5/2021,Johor,549,56231
27/5/2021,Kedah,441,17011
27/5/2021,Kelantan,754,24723
27/5/2021,Melaka,234,10812
27/5/2021,Negeri Sembilan,353,24166
27/5/2021,Pahang,238,8649
27/5/2021,Perak,228,19490
27/5/2021,Perlis,6,465
27/5/2021,Penang,365,27284
27/5/2021,Sabah,217,61274
27/5/2021,Sarawak,772,44738
27/5/2021,Selangor,2675,177452
27/5/2021,Terengganu,282,7957
27/5/2021,Kuala Lumpur,561,56030
27/5/2021,Labuan,170,3164
27/5/2021,Putrajaya,12,1778
28/5/2021,Johor,762,56993
28/5/2021,Kedah,544,17555
28/5/2021,Kelantan,851,25574
28/5/2021,Melaka,380,11192
28/5/2021,Negeri Sembilan,520,24686
28/5/2021,Pahang,254,8903
28/5/2021,Perak,405,19895
28/5/2021,Perlis,8,473
28/5/2021,Penang,421,27705
28/5/2021,Sabah,308,61582
28/5/2021,Sarawak,698,45436
28/5/2021,Selangor,2052,179504
28/5/2021,Terengganu,207,8164
28/5/2021,Kuala Lumpur,830,56860
28/5/2021,Labuan,6,3170
28/5/2021,Putrajaya,44,1822
29/5/2021,Johor,468,57461
29/5/2021,Kedah,468,18023
29/5/2021,Kelantan,907,26481
29/5/2021,Melaka,340,11532
29/5/2021,Negeri Sembilan,898,25584
29/5/2021,Pahang,216,9119
29/5/2021,Perak,272,20167
29/5/2021,Perlis,19,492
29/5/2021,Penang,345,28050
29/5/2021,Sabah,265,61847
29/5/2021,Sarawak,726,46162
29/5/2021,Selangor,2836,182340
29/5/2021,Terengganu,189,8353
29/5/2021,Kuala Lumpur,789,57649
29/5/2021,Labuan,253,3423
29/5/2021,Putrajaya,29,1851
30/5/2021,Johor,433,57894
30/5/2021,Kedah,422,18445
30/5/2021,Kelantan,612,27093
30/5/2021,Melaka,202,11734
30/5/2021,Negeri Sembilan,468,26052
30/5/2021,Pahang,239,9358
30/5/2021,Perak,212,20379
30/5/2021,Perlis,7,499
30/5/2021,Penang,248,28298
30/5/2021,Sabah,190,62037
30/5/2021,Sarawak,513,46675
30/5/2021,Selangor,2477,184817
30/5/2021,Terengganu,214,8567
30/5/2021,Kuala Lumpur,616,58265
30/5/2021,Labuan,133,3556
30/5/2021,Putrajaya,13,1864
31/5/2021,Johor,489,58383
31/5/2021,Kedah,464,18909
31/5/2021,Kelantan,695,27788
31/5/2021,Melaka,352,12086
31/5/2021,Negeri Sembilan,253,26305
31/5/2021,Pahang,219,9577
31/5/2021,Perak,255,20634
31/5/2021,Perlis,12,511
31/5/2021,Penang,328,28626
31/5/2021,Sabah,207,62244
31/5/2021,Sarawak,654,47329
31/5/2021,Selangor,2111,186928
31/5/2021,Terengganu,204,8771
31/5/2021,Kuala Lumpur,387,58652
31/5/2021,Labuan,166,3722
31/5/2021,Putrajaya,28,1892
1/6/2021,Johor,431,58814
1/6/2021,Kedah,236,19145
1/6/2021,Kelantan,531,28319
1/6/2021,Melaka,249,12335
1/6/2021,Negeri Sembilan,397,26702
1/6/2021,Pahang,190,9767
1/6/2021,Perak,387,21021
1/6/2021,Perlis,0,511
1/6/2021,Penang,400,29026
1/6/2021,Sabah,318,62562
1/6/2021,Sarawak,703,48032
1/6/2021,Selangor,2068,188996
1/6/2021,Terengganu,198,8969
1/6/2021,Kuala Lumpur,817,59469
1/6/2021,Labuan,162,3884
1/6/2021,Putrajaya,18,1910
2/6/2021,Johor,554,59368
2/6/2021,Kedah,283,19428
2/6/2021,Kelantan,541,28860
2/6/2021,Melaka,209,12544
2/6/2021,Negeri Sembilan,586,27288
2/6/2021,Pahang,237,10004
2/6/2021,Perak,224,21245
2/6/2021,Perlis,7,518
2/6/2021,Penang,407,29433
2/6/2021,Sabah,254,62816
2/6/2021,Sarawak,588,48620
2/6/2021,Selangor,2728,191724
2/6/2021,Terengganu,224,9193
2/6/2021,Kuala Lumpur,701,60170
2/6/2021,Labuan,159,4043
2/6/2021,Putrajaya,1,1911
3/6/2021,Johor,752,60120
3/6/2021,Kedah,373,19801
3/6/2021,Kelantan,414,29274
3/6/2021,Melaka,322,12866
3/6/2021,Negeri Sembilan,576,27864
3/6/2021,Pahang,135,10139
3/6/2021,Perak,384,21629
3/6/2021,Perlis,5,523
3/6/2021,Penang,303,29736
3/6/2021,Sabah,203,63019
3/6/2021,Sarawak,594,49214
3/6/2021,Selangor,3125,194849
3/6/2021,Terengganu,127,9320
3/6/2021,Kuala Lumpur,801,60971
3/6/2021,Labuan,62,4105
3/6/2021,Putrajaya,33,1944
4/6/2021,Johor,446,60566
4/6/2021,Kedah,263,20064
4/6/2021,Kelantan,286,29560
4/6/2021,Melaka,234,13100
4/6/2021,Negeri Sembilan,709,28573
4/6/2021,Pahang,146,10285
4/6/2021,Perak,371,22000
4/6/2021,Perlis,8,531
4/6/2021,Penang,376,30112
4/6/2021,Sabah,287,63306
4/6/2021,Sarawak,706,49920
4/6/2021,Selangor,2612,197461
4/6/2021,Terengganu,203,9523
4/6/2021,Kuala Lumpur,851,61822
4/6/2021,Labuan,230,4335
4/6/2021,Putrajaya,20,1964
5/6/2021,Johor,412,60978
5/6/2021,Kedah,263,20327
5/6/2021,Kelantan,312,29872
5/6/2021,Melaka,206,13306
5/6/2021,Negeri Sembilan,843,29416
5/6/2021,Pahang,286,10571
5/6/2021,Perak,252,22252
5/6/2021,Perlis,4,535
5/6/2021,Penang,370,30482
5/6/2021,Sabah,259,63565
5/6/2021,Sarawak,651,50571
5/6/2021,Selangor,2509,199970
5/6/2021,Terengganu,190,9713
5/6/2021,Kuala Lumpur,678,62500
5/6/2021,Labuan,205,4540
5/6/2021,Putrajaya,12,1976
6/6/2021,Johor,565,61543
6/6/2021,Kedah,125,20452
6/6/2021,Kelantan,270,30142
6/6/2021,Melaka,225,13531
6/6/2021,Negeri Sembilan,556,29972
6/6/2021,Pahang,155,10726
6/6/2021,Perak,174,22426
6/6/2021,Perlis,2,537
6/6/2021,Penang,271,30753
6/6/2021,Sabah,305,63870
6/6/2021,Sarawak,600,51171
6/6/2021,Selangor,2178,202148
6/6/2021,Terengganu,158,9871
6/6/2021,Kuala Lumpur,415,62915
6/6/2021,Labuan,212,4752
6/6/2021,Putrajaya,30,2006
7/6/2021,Johor,355,61898
7/6/2021,Kedah,194,20646
7/6/2021,Kelantan,341,30483
7/6/2021,Melaka,178,13709
7/6/2021,Negeri Sembilan,571,30543
7/6/2021,Pahang,99,10825
7/6/2021,Perak,177,22603
7/6/2021,Perlis,1,538
7/6/2021,Penang,153,30906
7/6/2021,Sabah,336,64206
7/6/2021,Sarawak,703,51874
7/6/2021,Selangor,1374,203522
7/6/2021,Terengganu,117,9988
7/6/2021,Kuala Lumpur,455,63370
7/6/2021,Labuan,209,4961
7/6/2021,Putrajaya,8,2014
8/6/2021,Johor,456,62354
8/6/2021,Kedah,148,20794
8/6/2021,Kelantan,204,30687
8/6/2021,Melaka,314,14023
8/6/2021,Negeri Sembilan,505,31048
8/6/2021,Pahang,157,10982
8/6/2021,Perak,225,22828
8/6/2021,Perlis,1,539
8/6/2021,Penang,185,31091
8/6/2021,Sabah,350,64556
8/6/2021,Sarawak,707,52581
8/6/2021,Selangor,1524,205046
8/6/2021,Terengganu,106,10094
8/6/2021,Kuala Lumpur,466,63836
8/6/2021,Labuan,191,5152
8/6/2021,Putrajaya,27,2041
9/6/2021,Johor,468,62822
9/6/2021,Kedah,135,20929
9/6/2021,Kelantan,340,31027
9/6/2021,Melaka,150,14173
9/6/2021,Negeri Sembilan,507,31555
9/6/2021,Pahang,232,11214
9/6/2021,Perak,175,23003
9/6/2021,Perlis,4,543
9/6/2021,Penang,194,31285
9/6/2021,Sabah,232,64788
9/6/2021,Sarawak,419,53000
9/6/2021,Selangor,2291,207337
9/6/2021,Terengganu,171,10265
9/6/2021,Kuala Lumpur,704,64540
9/6/2021,Labuan,200,5352
9/6/2021,Putrajaya,17,2058
10/6/2021,Johor,524,63346
10/6/2021,Kedah,309,21238
10/6/2021,Kelantan,262,31289
10/6/2021,Melaka,184,14357
10/6/2021,Negeri Sembilan,593,32148
10/6/2021,Pahang,112,11326
10/6/2021,Perak,143,23146
10/6/2021,Perlis,3,546
10/6/2021,Penang,166,31451
10/6/2021,Sabah,233,65021
10/6/2021,Sarawak,631,53631
10/6/2021,Selangor,1510,208847
10/6/2021,Terengganu,108,10373
10/6/2021,Kuala Lumpur,769,65309
10/6/2021,Labuan,106,5458
10/6/2021,Putrajaya,18,2076
11/6/2021,Johor,426,63772
11/6/2021,Kedah,161,21399
11/6/2021,Kelantan,248,31537
11/6/2021,Melaka,170,14527
11/6/2021,Negeri Sembilan,685,32833
11/6/2021,Pahang,89,11415
11/6/2021,Perak,161,23307
11/6/2021,Perlis,2,548
11/6/2021,Penang,205,31656
11/6/2021,Sabah,309,65330
11/6/2021,Sarawak,699,54330
11/6/2021,Selangor,2558,211405
11/6/2021,Terengganu,66,10439
11/6/2021,Kuala Lumpur,884,66193
11/6/2021,Labuan,176,5634
11/6/2021,Putrajaya,10,2086
12/6/2021,Johor,504,64276
12/6/2021,Kedah,171,21570
12/6/2021,Kelantan,337,31874
12/6/2021,Melaka,178,14705
12/6/2021,Negeri Sembilan,618,33451
12/6/2021,Pahang,121,11536
12/6/2021,Perak,218,23525
12/6/2021,Perlis,5,553
12/6/2021,Penang,198,31854
12/6/2021,Sabah,378,65708
12/6/2021,Sarawak,569,54899
12/6/2021,Selangor,1582,212987
12/6/2021,Terengganu,82,10521
12/6/2021,Kuala Lumpur,559,66752
12/6/2021,Labuan,250,5884
12/6/2021,Putrajaya,23,2109
13/6/2021,Johor,363,64639
13/6/2021,Kedah,301,21871
13/6/2021,Kelantan,179,32053
13/6/2021,Melaka,145,14850
13/6/2021,Negeri Sembilan,331,33782
13/6/2021,Pahang,78,11614
13/6/2021,Perak,121,23646
13/6/2021,Perlis,5,558
13/6/2021,Penang,256,32110
13/6/2021,Sabah,335,66043
13/6/2021,Sarawak,544,55443
13/6/2021,Selangor,1973,214960
13/6/2021,Terengganu,46,10567
13/6/2021,Kuala Lumpur,462,67214
13/6/2021,Labuan,158,6042
13/6/2021,Putrajaya,7,2116
14/6/2021,Johor,430,65069
14/6/2021,Kedah,199,22070
14/6/2021,Kelantan,214,32267
14/6/2021,Melaka,119,14969
14/6/2021,Negeri Sembilan,323,34105
14/6/2021,Pahang,61,11675
14/6/2021,Perak,136,23782
14/6/2021,Perlis,1,559
14/6/2021,Penang,214,32324
14/6/2021,Sabah,273,66316
14/6/2021,Sarawak,744,56187
14/6/2021,Selangor,1523,216483
14/6/2021,Terengganu,86,10653
14/6/2021,Kuala Lumpur,503,67717
14/6/2021,Labuan,113,6155
14/6/2021,Putrajaya,10,2126
15/6/2021,Johor,366,65435
15/6/2021,Kedah,252,22322
15/6/2021,Kelantan,245,32512
15/6/2021,Melaka,155,15124
15/6/2021,Negeri Sembilan,396,34501
15/6/2021,Pahang,32,11707
15/6/2021,Perak,68,23850
15/6/2021,Perlis,1,560
15/6/2021,Penang,124,32448
15/6/2021,Sabah,230,66546
15/6/2021,Sarawak,718,56905
15/6/2021,Selangor,1996,218479
15/6/2021,Terengganu,43,10696
15/6/2021,Kuala Lumpur,650,68367
15/6/2021,Labuan,138,6293
15/6/2021,Putrajaya,5,2131
16/6/2021,Johor,392,65827
16/6/2021,Kedah,228,22550
16/6/2021,Kelantan,230,32742
16/6/2021,Melaka,152,15276
16/6/2021,Negeri Sembilan,607,35108
16/6/2021,Pahang,57,11764
16/6/2021,Perak,66,23916
16/6/2021,Perlis,8,568
16/6/2021,Penang,99,32547
16/6/2021,Sabah,184,66730
16/6/2021,Sarawak,570,57475
16/6/2021,Selangor,1914,220393
16/6/2021,Terengganu,56,10752
16/6/2021,Kuala Lumpur,480,68847
16/6/2021,Labuan,101,6394
16/6/2021,Putrajaya,6,2137
17/6/2021,Johor,449,66276
17/6/2021,Kedah,197,22747
17/6/2021,Kelantan,154,32896
17/6/2021,Melaka,184,15460
17/6/2021,Negeri Sembilan,1086,36194
17/6/2021,Pahang,54,11818
17/6/2021,Perak,30,23946
17/6/2021,Perlis,0,568
17/6/2021,Penang,97,32644
17/6/2021,Sabah,248,66978
17/6/2021,Sarawak,559,58034
17/6/2021,Selangor,1858,222251
17/6/2021,Terengganu,77,10829
17/6/2021,Kuala Lumpur,641,69488
17/6/2021,Labuan,97,6491
17/6/2021,Putrajaya,7,2144
18/6/2021,Johor,592,66868
18/6/2021,Kedah,159,22906
18/6/2021,Kelantan,200,33096
18/6/2021,Melaka,223,15683
18/6/2021,Negeri Sembilan,870,37064
18/6/2021,Pahang,79,11897
18/6/2021,Perak,357,24303
18/6/2021,Perlis,2,570
18/6/2021,Penang,122,32766
18/6/2021,Sabah,199,67177
18/6/2021,Sarawak,536,58570
18/6/2021,Selangor,2095,224346
18/6/2021,Terengganu,32,10861
18/6/2021,Kuala Lumpur,816,70304
18/6/2021,Labuan,152,6643
18/6/2021,Putrajaya,6,2150
19/6/2021,Johor,498,67366
19/6/2021,Kedah,204,23110
19/6/2021,Kelantan,223,33319
19/6/2021,Melaka,134,15817
19/6/2021,Negeri Sembilan,770,37834
19/6/2021,Pahang,56,11953
19/6/2021,Perak,245,24548
19/6/2021,Perlis,0,570
19/6/2021,Penang,167,32933
19/6/2021,Sabah,201,67378
19/6/2021,Sarawak,569,59139
19/6/2021,Selangor,2111,226457
19/6/2021,Terengganu,62,10923
19/6/2021,Kuala Lumpur,483,70787
19/6/2021,Labuan,185,6828
19/6/2021,Putrajaya,3,2153
20/6/2021,Johor,627,67993
20/6/2021,Kedah,170,23280
20/6/2021,Kelantan,167,33486
20/6/2021,Melaka,183,16000
20/6/2021,Negeri Sembilan,693,38527
20/6/2021,Pahang,77,12030
20/6/2021,Perak,205,24753
20/6/2021,Perlis,2,572
20/6/2021,Penang,114,33047
20/6/2021,Sabah,163,67541
20/6/2021,Sarawak,661,59800
20/6/2021,Selangor,1680,228137
20/6/2021,Terengganu,12,10935
20/6/2021,Kuala Lumpur,379,71166
20/6/2021,Labuan,156,6984
20/6/2021,Putrajaya,4,2157
21/6/2021,Johor,314,68307
21/6/2021,Kedah,182,23462
21/6/2021,Kelantan,219,33705
21/6/2021,Melaka,205,16205
21/6/2021,Negeri Sembilan,437,38964
21/6/2021,Pahang,50,12080
21/6/2021,Perak,453,25206
21/6/2021,Perlis,0,572
21/6/2021,Penang,84,33131
21/6/2021,Sabah,166,67707
21/6/2021,Sarawak,682,60482
21/6/2021,Selangor,1346,229483
21/6/2021,Terengganu,18,10953
21/6/2021,Kuala Lumpur,310,71476
21/6/2021,Labuan,130,7114
21/6/2021,Putrajaya,15,2172
22/6/2021,Johor,239,68546
22/6/2021,Kedah,142,23604
22/6/2021,Kelantan,165,33870
22/6/2021,Melaka,167,16372
22/6/2021,Negeri Sembilan,585,39549
22/6/2021,Pahang,131,12211
22/6/2021,Perak,68,25274
22/6/2021,Perlis,2,574
22/6/2021,Penang,195,33326
22/6/2021,Sabah,193,67900
22/6/2021,Sarawak,507,60989
22/6/2021,Selangor,1566,231049
22/6/2021,Terengganu,37,10990
22/6/2021,Kuala Lumpur,635,72111
22/6/2021,Labuan,104,7218
22/6/2021,Putrajaya,7,2179
23/6/2021,Johor,282,68828
23/6/2021,Kedah,189,23793
23/6/2021,Kelantan,81,33951
23/6/2021,Melaka,180,16552
23/6/2021,Negeri Sembilan,677,40226
23/6/2021,Pahang,245,12456
23/6/2021,Perak,75,25349
23/6/2021,Perlis,1,575
23/6/2021,Penang,159,33485
23/6/2021,Sabah,129,68029
23/6/2021,Sarawak,577,61566
23/6/2021,Selangor,2001,233050
23/6/2021,Terengganu,27,11017
23/6/2021,Kuala Lumpur,531,72642
23/6/2021,Labuan,77,7295
23/6/2021,Putrajaya,13,2192
24/6/2021,Johor,346,69174
24/6/2021,Kedah,271,24064
24/6/2021,Kelantan,135,34086
24/6/2021,Melaka,247,16799
24/6/2021,Negeri Sembilan,781,41007
24/6/2021,Pahang,162,12618
24/6/2021,Perak,120,25469
24/6/2021,Perlis,5,580
24/6/2021,Penang,108,33593
24/6/2021,Sabah,203,68232
24/6/2021,Sarawak,581,62147
24/6/2021,Selangor,2072,235122
24/6/2021,Terengganu,29,11046
24/6/2021,Kuala Lumpur,552,73194
24/6/2021,Labuan,212,7507
24/6/2021,Putrajaya,17,2209
25/6/2021,Johor,196,69370
25/6/2021,Kedah,186,24250
25/6/2021,Kelantan,98,34184
25/6/2021,Melaka,223,17022
25/6/2021,Negeri Sembilan,658,41665
25/6/2021,Pahang,139,12757
25/6/2021,Perak,72,25541
25/6/2021,Perlis,0,580
25/6/2021,Penang,270,33863
25/6/2021,Sabah,156,68388
25/6/2021,Sarawak,673,62820
25/6/2021,Selangor,2187,237309
25/6/2021,Terengganu,46,11092
25/6/2021,Kuala Lumpur,771,73965
25/6/2021,Labuan,123,7630
25/6/2021,Putrajaya,14,2223
26/6/2021,Johor,329,69699
26/6/2021,Kedah,186,24436
26/6/2021,Kelantan,103,34287
26/6/2021,Melaka,355,17377
26/6/2021,Negeri Sembilan,741,42406
26/6/2021,Pahang,220,12977
26/6/2021,Perak,137,25678
26/6/2021,Perlis,4,584
26/6/2021,Penang,160,34023
26/6/2021,Sabah,189,68577
26/6/2021,Sarawak,491,63311
26/6/2021,Selangor,2108,239417
26/6/2021,Terengganu,29,11121
26/6/2021,Kuala Lumpur,628,74593
26/6/2021,Labuan,99,7729
26/6/2021,Putrajaya,24,2247
27/6/2021,Johor,312,70011
27/6/2021,Kedah,129,24565
27/6/2021,Kelantan,133,34420
27/6/2021,Melaka,380,17757
27/6/2021,Negeri Sembilan,501,42907
27/6/2021,Pahang,118,13095
27/6/2021,Perak,229,25907
27/6/2021,Perlis,0,584
27/6/2021,Penang,138,34161
27/6/2021,Sabah,190,68767
27/6/2021,Sarawak,513,63824
27/6/2021,Selangor,2212,241629
27/6/2021,Terengganu,16,11137
27/6/2021,Kuala Lumpur,628,75221
27/6/2021,Labuan,83,7812
27/6/2021,Putrajaya,4,2251
28/6/2021,Johor,243,70254
28/6/2021,Kedah,194,24759
28/6/2021,Kelantan,101,34521
28/6/2021,Melaka,183,17940
28/6/2021,Negeri Sembilan,629,43536
28/6/2021,Pahang,111,13206
28/6/2021,Perak,400,26307
28/6/2021,Perlis,5,589
28/6/2021,Penang,88,34249
28/6/2021,Sabah,258,69025
28/6/2021,Sarawak,409,64233
28/6/2021,Selangor,1989,243618
28/6/2021,Terengganu,23,11160
28/6/2021,Kuala Lumpur,469,75690
28/6/2021,Labuan,108,7920
28/6/2021,Putrajaya,8,2259
29/6/2021,Johor,271,70525
29/6/2021,Kedah,284,25043
29/6/2021,Kelantan,131,34652
29/6/2021,Melaka,252,18192
29/6/2021,Negeri Sembilan,700,44236
29/6/2021,Pahang,250,13456
29/6/2021,Perak,184,26491
29/6/2021,Perlis,0,589
29/6/2021,Penang,115,34364
29/6/2021,Sabah,178,69203
29/6/2021,Sarawak,242,64475
29/6/2021,Selangor,2299,245917
29/6/2021,Terengganu,21,11181
29/6/2021,Kuala Lumpur,1361,77051
29/6/2021,Labuan,117,8037
29/6/2021,Putrajaya,32,2291
30/6/2021,Johor,299,70824
30/6/2021,Kedah,226,25269
30/6/2021,Kelantan,159,34811
30/6/2021,Melaka,223,18415
30/6/2021,Negeri Sembilan,644,44880
30/6/2021,Pahang,210,13666
30/6/2021,Perak,137,26628
30/6/2021,Perlis,5,594
30/6/2021,Penang,131,34495
30/6/2021,Sabah,242,69445
30/6/2021,Sarawak,376,64851
30/6/2021,Selangor,2836,248753
30/6/2021,Terengganu,20,11201
30/6/2021,Kuala Lumpur,625,77676
30/6/2021,Labuan,132,8169
30/6/2021,Putrajaya,11,2302
1/7/2021,Johor,270,71094
1/7/2021,Kedah,250,25519
1/7/2021,Kelantan,108,34919
1/7/2021,Melaka,311,18726
1/7/2021,Negeri Sembilan,692,45572
1/7/2021,Pahang,195,13861
1/7/2021,Perak,149,26777
1/7/2021,Perlis,1,595
1/7/2021,Penang,174,34669
1/7/2021,Sabah,232,69677
1/7/2021,Sarawak,544,65395
1/7/2021,Selangor,2885,251638
1/7/2021,Terengganu,50,11251
1/7/2021,Kuala Lumpur,988,78664
1/7/2021,Labuan,129,8298
1/7/2021,Putrajaya,10,2312
2/7/2021,Johor,517,71611
2/7/2021,Kedah,257,25776
2/7/2021,Kelantan,129,35048
2/7/2021,Melaka,202,18928
2/7/2021,Negeri Sembilan,606,46178
2/7/2021,Pahang,329,14190
2/7/2021,Perak,182,26959
2/7/2021,Perlis,0,595
2/7/2021,Penang,351,35020
2/7/2021,Sabah,230,69907
2/7/2021,Sarawak,440,65835
2/7/2021,Selangor,2907,254545
2/7/2021,Terengganu,44,11295
2/7/2021,Kuala Lumpur,637,79301
2/7/2021,Labuan,131,8429
2/7/2021,Putrajaya,20,2332
3/7/2021,Johor,414,72025
3/7/2021,Kedah,145,25921
3/7/2021,Kelantan,89,35137
3/7/2021,Melaka,345,19273
3/7/2021,Negeri Sembilan,699,46877
3/7/2021,Pahang,200,14390
3/7/2021,Perak,101,27060
3/7/2021,Perlis,2,597
3/7/2021,Penang,142,35162
3/7/2021,Sabah,322,70229
3/7/2021,Sarawak,361,66196
3/7/2021,Selangor,3047,257592
3/7/2021,Terengganu,51,11346
3/7/2021,Kuala Lumpur,616,79917
3/7/2021,Labuan,108,8537
3/7/2021,Putrajaya,16,2348
4/7/2021,Johor,500,72525
4/7/2021,Kedah,332,26253
4/7/2021,Kelantan,124,35261
4/7/2021,Melaka,290,19563
4/7/2021,Negeri Sembilan,531,47408
4/7/2021,Pahang,95,14485
4/7/2021,Perak,384,27444
4/7/2021,Perlis,0,597
4/7/2021,Penang,173,35335
4/7/2021,Sabah,228,70457
4/7/2021,Sarawak,365,66561
4/7/2021,Selangor,2262,259854
4/7/2021,Terengganu,54,11400
4/7/2021,Kuala Lumpur,616,80533
4/7/2021,Labuan,75,8612
4/7/2021,Putrajaya,16,2364
5/7/2021,Johor,324,72849
5/7/2021,Kedah,273,26526
5/7/2021,Kelantan,114,35375
5/7/2021,Melaka,206,19769
5/7/2021,Negeri Sembilan,523,47931
5/7/2021,Pahang,312,14797
5/7/2021,Perak,249,27693
5/7/2021,Perlis,0,597
5/7/2021,Penang,157,35492
5/7/2021,Sabah,263,70720
5/7/2021,Sarawak,424,66985
5/7/2021,Selangor,2610,262464
5/7/2021,Terengganu,17,11417
5/7/2021,Kuala Lumpur,819,81352
5/7/2021,Labuan,71,8683
5/7/2021,Putrajaya,25,2389
6/7/2021,Johor,313,73162
6/7/2021,Kedah,337,26863
6/7/2021,Kelantan,118,35493
6/7/2021,Melaka,230,19999
6/7/2021,Negeri Sembilan,698,48629
6/7/2021,Pahang,180,14977
6/7/2021,Perak,94,27787
6/7/2021,Perlis,2,599
6/7/2021,Penang,185,35677
6/7/2021,Sabah,225,70945
6/7/2021,Sarawak,286,67271
6/7/2021,Selangor,3260,265724
6/7/2021,Terengganu,61,11478
6/7/2021,Kuala Lumpur,1550,82902
6/7/2021,Labuan,82,8765
6/7/2021,Putrajaya,33,2422
7/7/2021,Johor,224,73386
7/7/2021,Kedah,198,27061
7/7/2021,Kelantan,123,35616
7/7/2021,Melaka,358,20357
7/7/2021,Negeri Sembilan,788,49417
7/7/2021,Pahang,258,15235
7/7/2021,Perak,187,27974
7/7/2021,Perlis,2,601
7/7/2021,Penang,140,35817
7/7/2021,Sabah,244,71189
7/7/2021,Sarawak,289,67560
7/7/2021,Selangor,3119,268843
7/7/2021,Terengganu,43,11521
7/7/2021,Kuala Lumpur,1005,83907
7/7/2021,Labuan,93,8858
7/7/2021,Putrajaya,26,2448
8/7/2021,Johor,336,73722
8/7/2021,Kedah,360,27421
8/7/2021,Kelantan,135,35751
8/7/2021,Melaka,183,20540
8/7/2021,Negeri Sembilan,897,50314
8/7/2021,Pahang,152,15387
8/7/2021,Perak,543,28517
8/7/2021,Perlis,1,602
8/7/2021,Penang,237,36054
8/7/2021,Sabah,279,71468
8/7/2021,Sarawak,281,67841
8/7/2021,Selangor,4152,272995
8/7/2021,Terengganu,68,11589
8/7/2021,Kuala Lumpur,1133,85040
8/7/2021,Labuan,64,8922
8/7/2021,Putrajaya,47,2495
9/7/2021,Johor,315,74037
9/7/2021,Kedah,417,27838
9/7/2021,Kelantan,151,35902
9/7/2021,Melaka,222,20762
9/7/2021,Negeri Sembilan,899,51213
9/7/2021,Pahang,214,15601
9/7/2021,Perak,241,28758
9/7/2021,Perlis,1,603
9/7/2021,Penang,142,36196
9/7/2021,Sabah,323,71791
9/7/2021,Sarawak,406,68247
9/7/2021,Selangor,4400,277395
9/7/2021,Terengganu,82,11671
9/7/2021,Kuala Lumpur,1271,86311
9/7/2021,Labuan,80,9002
9/7/2021,Putrajaya,16,2511
10/7/2021,Johor,399,74436
10/7/2021,Kedah,364,28202
10/7/2021,Kelantan,89,35991
10/7/2021,Melaka,835,21597
10/7/2021,Negeri Sembilan,638,51851
10/7/2021,Pahang,247,15848
10/7/2021,Perak,145,28903
10/7/2021,Perlis,4,607
10/7/2021,Penang,180,36376
10/7/2021,Sabah,251,72042
10/7/2021,Sarawak,352,68599
10/7/2021,Selangor,4277,281672
10/7/2021,Terengganu,50,11721
10/7/2021,Kuala Lumpur,1398,87709
10/7/2021,Labuan,85,9087
10/7/2021,Putrajaya,39,2550
11/7/2021,Johor,392,74828
11/7/2021,Kedah,382,28584
11/7/2021,Kelantan,150,36141
11/7/2021,Melaka,278,21875
11/7/2021,Negeri Sembilan,541,52392
11/7/2021,Pahang,300,16148
11/7/2021,Perak,207,29110
11/7/2021,Perlis,1,608
11/7/2021,Penang,243,36619
11/7/2021,Sabah,271,72313
11/7/2021,Sarawak,270,68869
11/7/2021,Selangor,4682,286354
11/7/2021,Terengganu,38,11759
11/7/2021,Kuala Lumpur,1247,88956
